/var/spool/slurm-llnl/slurmd/job2259374/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 12:53] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 428.15, Accuracy = 0.08, Loss = 17.013
[2019-05-04 12:53] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 19147.29, Accuracy = 0.27, Loss = 5.550
[2019-05-04 12:53] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 21808.06, Accuracy = 0.27, Loss = 5.801
[2019-05-04 12:53] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 19215.82, Accuracy = 0.25, Loss = 5.063
[2019-05-04 12:53] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 21389.28, Accuracy = 0.23, Loss = 5.138
[2019-05-04 12:53] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 23753.25, Accuracy = 0.29, Loss = 4.644
[2019-05-04 12:53] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 20062.44, Accuracy = 0.32, Loss = 5.157
[2019-05-04 12:53] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 23492.36, Accuracy = 0.30, Loss = 4.792
[2019-05-04 12:53] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 22018.25, Accuracy = 0.28, Loss = 4.829
[2019-05-04 12:53] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 20079.70, Accuracy = 0.27, Loss = 4.788
[2019-05-04 12:53] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 21316.24, Accuracy = 0.25, Loss = 5.160
[2019-05-04 12:53] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 22378.95, Accuracy = 0.28, Loss = 4.941
[2019-05-04 12:53] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 19285.54, Accuracy = 0.27, Loss = 4.945
[2019-05-04 12:53] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 19863.51, Accuracy = 0.37, Loss = 3.735
[2019-05-04 12:53] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 21148.31, Accuracy = 0.27, Loss = 4.916
[2019-05-04 12:53] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 22236.20, Accuracy = 0.27, Loss = 4.227
[2019-05-04 12:53] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 19700.24, Accuracy = 0.27, Loss = 4.718
[2019-05-04 12:53] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 22378.01, Accuracy = 0.34, Loss = 3.833
[2019-05-04 12:53] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 19218.58, Accuracy = 0.32, Loss = 4.015
[2019-05-04 12:53] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 22016.44, Accuracy = 0.35, Loss = 4.203
[2019-05-04 12:53] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 19667.76, Accuracy = 0.25, Loss = 4.624
[2019-05-04 12:53] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 22270.33, Accuracy = 0.33, Loss = 3.774
[2019-05-04 12:53] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 22070.75, Accuracy = 0.31, Loss = 4.163
[2019-05-04 12:53] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 19804.16, Accuracy = 0.26, Loss = 4.738
[2019-05-04 12:53] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 20369.20, Accuracy = 0.26, Loss = 4.521
[2019-05-04 12:53] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 19263.40, Accuracy = 0.34, Loss = 3.885
[2019-05-04 12:53] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 15544.35, Accuracy = 0.29, Loss = 3.871
[2019-05-04 12:53] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 20070.69, Accuracy = 0.30, Loss = 3.436
[2019-05-04 12:53] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 19974.36, Accuracy = 0.38, Loss = 3.370
[2019-05-04 12:53] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 19145.24, Accuracy = 0.32, Loss = 3.731
[2019-05-04 12:53] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 21139.98, Accuracy = 0.36, Loss = 3.516
[2019-05-04 12:53] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 19406.84, Accuracy = 0.33, Loss = 3.837
[2019-05-04 12:53] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 19047.43, Accuracy = 0.27, Loss = 3.844
[2019-05-04 12:53] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 19553.15, Accuracy = 0.30, Loss = 3.793
[2019-05-04 12:53] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 21218.52, Accuracy = 0.25, Loss = 3.531
[2019-05-04 12:53] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 19160.96, Accuracy = 0.38, Loss = 3.352
[2019-05-04 12:53] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 19088.74, Accuracy = 0.27, Loss = 3.813
[2019-05-04 12:53] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 21578.41, Accuracy = 0.30, Loss = 4.255
[2019-05-04 12:53] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 19574.54, Accuracy = 0.25, Loss = 3.971
[2019-05-04 12:53] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 21617.51, Accuracy = 0.31, Loss = 3.520
[2019-05-04 12:53] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 22269.41, Accuracy = 0.30, Loss = 3.152
[2019-05-04 12:53] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 19716.16, Accuracy = 0.26, Loss = 3.810
[2019-05-04 12:53] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 19812.93, Accuracy = 0.30, Loss = 3.421
[2019-05-04 12:53] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 21225.23, Accuracy = 0.36, Loss = 3.311
[2019-05-04 12:53] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 20614.79, Accuracy = 0.33, Loss = 3.642
[2019-05-04 12:53] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 19130.92, Accuracy = 0.41, Loss = 3.293
[2019-05-04 12:53] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 19564.55, Accuracy = 0.30, Loss = 3.089
[2019-05-04 12:53] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 19056.22, Accuracy = 0.33, Loss = 3.400
[2019-05-04 12:53] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 21589.69, Accuracy = 0.41, Loss = 2.943
[2019-05-04 12:53] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 19147.29, Accuracy = 0.33, Loss = 3.521
[2019-05-04 12:53] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 18613.56, Accuracy = 0.27, Loss = 3.613
[2019-05-04 12:53] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 19146.61, Accuracy = 0.21, Loss = 3.741
[2019-05-04 12:53] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 14987.60, Accuracy = 0.33, Loss = 3.203
[2019-05-04 12:53] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 20827.52, Accuracy = 0.32, Loss = 2.955
[2019-05-04 12:53] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 18870.68, Accuracy = 0.32, Loss = 2.843
[2019-05-04 12:53] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 19093.50, Accuracy = 0.29, Loss = 3.325
[2019-05-04 12:53] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 20269.99, Accuracy = 0.36, Loss = 3.404
[2019-05-04 12:53] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 20990.38, Accuracy = 0.33, Loss = 2.870
[2019-05-04 12:53] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 21898.80, Accuracy = 0.34, Loss = 3.252
[2019-05-04 12:53] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 18858.09, Accuracy = 0.31, Loss = 2.956
[2019-05-04 12:53] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 20094.73, Accuracy = 0.38, Loss = 2.701
[2019-05-04 12:53] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 19428.61, Accuracy = 0.30, Loss = 3.228
[2019-05-04 12:53] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 20090.97, Accuracy = 0.27, Loss = 3.493
[2019-05-04 12:53] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 18866.04, Accuracy = 0.38, Loss = 3.016
[2019-05-04 12:53] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 21182.52, Accuracy = 0.35, Loss = 3.166
[2019-05-04 12:53] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 19707.47, Accuracy = 0.32, Loss = 3.111
[2019-05-04 12:53] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 19834.89, Accuracy = 0.34, Loss = 3.019
[2019-05-04 12:53] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 21096.78, Accuracy = 0.34, Loss = 2.957
[2019-05-04 12:53] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 20243.24, Accuracy = 0.32, Loss = 3.015
[2019-05-04 12:53] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 21103.42, Accuracy = 0.41, Loss = 2.606
[2019-05-04 12:53] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 18943.26, Accuracy = 0.34, Loss = 2.965
[2019-05-04 12:53] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 22135.36, Accuracy = 0.32, Loss = 3.222
[2019-05-04 12:53] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 19958.03, Accuracy = 0.38, Loss = 2.408
[2019-05-04 12:53] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 21701.40, Accuracy = 0.35, Loss = 2.882
[2019-05-04 12:53] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 22245.42, Accuracy = 0.36, Loss = 2.649
[2019-05-04 12:53] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 20342.95, Accuracy = 0.33, Loss = 3.029
[2019-05-04 12:53] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 21516.15, Accuracy = 0.34, Loss = 2.550
[2019-05-04 12:53] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 19963.22, Accuracy = 0.41, Loss = 2.199
[2019-05-04 12:53] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 20618.75, Accuracy = 0.35, Loss = 2.750
[2019-05-04 12:53] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 20337.56, Accuracy = 0.36, Loss = 2.610
[2019-05-04 12:53] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 18152.86, Accuracy = 0.31, Loss = 2.716
[2019-05-04 12:53] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 19021.11, Accuracy = 0.29, Loss = 2.998
[2019-05-04 12:53] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 24064.14, Accuracy = 0.45, Loss = 1.964
[2019-05-04 12:53] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 19544.61, Accuracy = 0.31, Loss = 2.630
[2019-05-04 12:53] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 21920.26, Accuracy = 0.30, Loss = 2.863
[2019-05-04 12:53] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 20811.37, Accuracy = 0.34, Loss = 2.506
[2019-05-04 12:53] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 19711.09, Accuracy = 0.37, Loss = 2.453
[2019-05-04 12:53] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 21226.91, Accuracy = 0.35, Loss = 2.978
[2019-05-04 12:53] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 21209.30, Accuracy = 0.38, Loss = 2.640
[2019-05-04 12:53] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 21273.17, Accuracy = 0.38, Loss = 2.479
[2019-05-04 12:53] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 20916.78, Accuracy = 0.37, Loss = 2.381
[2019-05-04 12:53] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 19041.35, Accuracy = 0.38, Loss = 2.470
[2019-05-04 12:53] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 19190.41, Accuracy = 0.35, Loss = 2.325
[2019-05-04 12:53] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 19395.63, Accuracy = 0.38, Loss = 2.256
[2019-05-04 12:53] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 19870.13, Accuracy = 0.32, Loss = 2.457
[2019-05-04 12:53] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 21052.94, Accuracy = 0.34, Loss = 2.213
[2019-05-04 12:53] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 21158.31, Accuracy = 0.34, Loss = 2.443
[2019-05-04 12:53] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 22812.57, Accuracy = 0.38, Loss = 2.381
[2019-05-04 12:53] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 15277.19, Accuracy = 0.38, Loss = 2.310
[2019-05-04 12:53] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 21243.70, Accuracy = 0.36, Loss = 2.280
[2019-05-04 12:53] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 19708.19, Accuracy = 0.48, Loss = 2.274
[2019-05-04 12:53] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 20093.23, Accuracy = 0.36, Loss = 2.468
[2019-05-04 12:53] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 18992.18, Accuracy = 0.44, Loss = 2.211
[2019-05-04 12:53] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 20089.47, Accuracy = 0.36, Loss = 2.463
[2019-05-04 12:53] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 21843.56, Accuracy = 0.38, Loss = 2.281
[2019-05-04 12:53] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 20044.46, Accuracy = 0.33, Loss = 2.449
[2019-05-04 12:53] Train Step 1310/10000, Batch Size = 128, Examples/Sec = 19447.62, Accuracy = 0.32, Loss = 2.291
[2019-05-04 12:53] Train Step 1320/10000, Batch Size = 128, Examples/Sec = 20177.05, Accuracy = 0.40, Loss = 2.073
[2019-05-04 12:53] Train Step 1330/10000, Batch Size = 128, Examples/Sec = 24804.61, Accuracy = 0.36, Loss = 2.251
[2019-05-04 12:53] Train Step 1340/10000, Batch Size = 128, Examples/Sec = 21346.76, Accuracy = 0.38, Loss = 2.444
[2019-05-04 12:53] Train Step 1350/10000, Batch Size = 128, Examples/Sec = 19100.97, Accuracy = 0.44, Loss = 1.996
[2019-05-04 12:53] Train Step 1360/10000, Batch Size = 128, Examples/Sec = 19186.98, Accuracy = 0.34, Loss = 2.408
[2019-05-04 12:53] Train Step 1370/10000, Batch Size = 128, Examples/Sec = 21883.62, Accuracy = 0.33, Loss = 2.372
[2019-05-04 12:53] Train Step 1380/10000, Batch Size = 128, Examples/Sec = 18632.94, Accuracy = 0.38, Loss = 2.129
[2019-05-04 12:53] Train Step 1390/10000, Batch Size = 128, Examples/Sec = 21462.82, Accuracy = 0.35, Loss = 2.458
[2019-05-04 12:53] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 19842.22, Accuracy = 0.38, Loss = 2.003
[2019-05-04 12:53] Train Step 1410/10000, Batch Size = 128, Examples/Sec = 20614.79, Accuracy = 0.39, Loss = 1.976
[2019-05-04 12:53] Train Step 1420/10000, Batch Size = 128, Examples/Sec = 22779.66, Accuracy = 0.37, Loss = 2.362
[2019-05-04 12:53] Train Step 1430/10000, Batch Size = 128, Examples/Sec = 19539.63, Accuracy = 0.29, Loss = 2.555
[2019-05-04 12:53] Train Step 1440/10000, Batch Size = 128, Examples/Sec = 19856.90, Accuracy = 0.34, Loss = 2.148
[2019-05-04 12:53] Train Step 1450/10000, Batch Size = 128, Examples/Sec = 19591.68, Accuracy = 0.34, Loss = 1.917
[2019-05-04 12:53] Train Step 1460/10000, Batch Size = 128, Examples/Sec = 21491.17, Accuracy = 0.32, Loss = 2.296
[2019-05-04 12:53] Train Step 1470/10000, Batch Size = 128, Examples/Sec = 20326.01, Accuracy = 0.34, Loss = 2.365
[2019-05-04 12:53] Train Step 1480/10000, Batch Size = 128, Examples/Sec = 21032.32, Accuracy = 0.40, Loss = 1.939
[2019-05-04 12:53] Train Step 1490/10000, Batch Size = 128, Examples/Sec = 21019.96, Accuracy = 0.30, Loss = 2.428
[2019-05-04 12:53] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 20521.02, Accuracy = 0.38, Loss = 2.039
[2019-05-04 12:53] Train Step 1510/10000, Batch Size = 128, Examples/Sec = 19778.62, Accuracy = 0.36, Loss = 2.222
[2019-05-04 12:53] Train Step 1520/10000, Batch Size = 128, Examples/Sec = 21148.31, Accuracy = 0.38, Loss = 2.145
[2019-05-04 12:53] Train Step 1530/10000, Batch Size = 128, Examples/Sec = 21263.90, Accuracy = 0.41, Loss = 1.951
[2019-05-04 12:53] Train Step 1540/10000, Batch Size = 128, Examples/Sec = 19017.74, Accuracy = 0.41, Loss = 1.914
[2019-05-04 12:53] Train Step 1550/10000, Batch Size = 128, Examples/Sec = 19345.31, Accuracy = 0.37, Loss = 2.108
[2019-05-04 12:53] Train Step 1560/10000, Batch Size = 128, Examples/Sec = 20774.33, Accuracy = 0.40, Loss = 2.207
[2019-05-04 12:53] Train Step 1570/10000, Batch Size = 128, Examples/Sec = 21461.96, Accuracy = 0.38, Loss = 2.058
[2019-05-04 12:53] Train Step 1580/10000, Batch Size = 128, Examples/Sec = 20518.67, Accuracy = 0.38, Loss = 2.043
[2019-05-04 12:53] Train Step 1590/10000, Batch Size = 128, Examples/Sec = 15306.81, Accuracy = 0.45, Loss = 1.949
[2019-05-04 12:53] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 19422.29, Accuracy = 0.45, Loss = 1.755
[2019-05-04 12:53] Train Step 1610/10000, Batch Size = 128, Examples/Sec = 21662.87, Accuracy = 0.34, Loss = 2.254
[2019-05-04 12:53] Train Step 1620/10000, Batch Size = 128, Examples/Sec = 20185.39, Accuracy = 0.46, Loss = 1.601
[2019-05-04 12:53] Train Step 1630/10000, Batch Size = 128, Examples/Sec = 22341.69, Accuracy = 0.45, Loss = 1.642
[2019-05-04 12:53] Train Step 1640/10000, Batch Size = 128, Examples/Sec = 19816.58, Accuracy = 0.38, Loss = 1.893
[2019-05-04 12:53] Train Step 1650/10000, Batch Size = 128, Examples/Sec = 21438.82, Accuracy = 0.45, Loss = 1.657
[2019-05-04 12:53] Train Step 1660/10000, Batch Size = 128, Examples/Sec = 19221.33, Accuracy = 0.41, Loss = 1.779
[2019-05-04 12:53] Train Step 1670/10000, Batch Size = 128, Examples/Sec = 19870.86, Accuracy = 0.37, Loss = 2.138
[2019-05-04 12:53] Train Step 1680/10000, Batch Size = 128, Examples/Sec = 18377.81, Accuracy = 0.44, Loss = 1.730
[2019-05-04 12:53] Train Step 1690/10000, Batch Size = 128, Examples/Sec = 20762.28, Accuracy = 0.47, Loss = 1.797
[2019-05-04 12:53] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 20260.81, Accuracy = 0.47, Loss = 1.853
[2019-05-04 12:53] Train Step 1710/10000, Batch Size = 128, Examples/Sec = 18874.66, Accuracy = 0.41, Loss = 1.947
[2019-05-04 12:53] Train Step 1720/10000, Batch Size = 128, Examples/Sec = 21186.70, Accuracy = 0.50, Loss = 1.628
[2019-05-04 12:53] Train Step 1730/10000, Batch Size = 128, Examples/Sec = 19565.98, Accuracy = 0.47, Loss = 1.832
[2019-05-04 12:53] Train Step 1740/10000, Batch Size = 128, Examples/Sec = 22193.00, Accuracy = 0.40, Loss = 1.932
[2019-05-04 12:53] Train Step 1750/10000, Batch Size = 128, Examples/Sec = 18942.59, Accuracy = 0.45, Loss = 1.988
[2019-05-04 12:53] Train Step 1760/10000, Batch Size = 128, Examples/Sec = 20350.67, Accuracy = 0.41, Loss = 1.827
[2019-05-04 12:53] Train Step 1770/10000, Batch Size = 128, Examples/Sec = 20767.09, Accuracy = 0.51, Loss = 1.420
[2019-05-04 12:53] Train Step 1780/10000, Batch Size = 128, Examples/Sec = 19894.42, Accuracy = 0.42, Loss = 1.989
[2019-05-04 12:53] Train Step 1790/10000, Batch Size = 128, Examples/Sec = 18986.81, Accuracy = 0.43, Loss = 1.702
[2019-05-04 12:53] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 19568.83, Accuracy = 0.37, Loss = 2.015
[2019-05-04 12:53] Train Step 1810/10000, Batch Size = 128, Examples/Sec = 23025.86, Accuracy = 0.43, Loss = 1.824
[2019-05-04 12:53] Train Step 1820/10000, Batch Size = 128, Examples/Sec = 19106.41, Accuracy = 0.39, Loss = 1.770
[2019-05-04 12:53] Train Step 1830/10000, Batch Size = 128, Examples/Sec = 19485.03, Accuracy = 0.41, Loss = 1.860
[2019-05-04 12:53] Train Step 1840/10000, Batch Size = 128, Examples/Sec = 21734.78, Accuracy = 0.46, Loss = 1.705
[2019-05-04 12:53] Train Step 1850/10000, Batch Size = 128, Examples/Sec = 21677.74, Accuracy = 0.42, Loss = 1.797
[2019-05-04 12:53] Train Step 1860/10000, Batch Size = 128, Examples/Sec = 21767.39, Accuracy = 0.46, Loss = 1.609
[2019-05-04 12:53] Train Step 1870/10000, Batch Size = 128, Examples/Sec = 22177.42, Accuracy = 0.45, Loss = 2.056
[2019-05-04 12:53] Train Step 1880/10000, Batch Size = 128, Examples/Sec = 19035.28, Accuracy = 0.40, Loss = 1.670
[2019-05-04 12:53] Train Step 1890/10000, Batch Size = 128, Examples/Sec = 19069.08, Accuracy = 0.41, Loss = 1.805
[2019-05-04 12:53] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 21807.18, Accuracy = 0.41, Loss = 1.739
[2019-05-04 12:53] Train Step 1910/10000, Batch Size = 128, Examples/Sec = 20226.46, Accuracy = 0.38, Loss = 1.895
[2019-05-04 12:53] Train Step 1920/10000, Batch Size = 128, Examples/Sec = 20531.22, Accuracy = 0.39, Loss = 1.955
[2019-05-04 12:53] Train Step 1930/10000, Batch Size = 128, Examples/Sec = 19887.79, Accuracy = 0.40, Loss = 1.675
[2019-05-04 12:53] Train Step 1940/10000, Batch Size = 128, Examples/Sec = 22703.55, Accuracy = 0.47, Loss = 1.464
[2019-05-04 12:53] Train Step 1950/10000, Batch Size = 128, Examples/Sec = 21284.13, Accuracy = 0.47, Loss = 1.694
[2019-05-04 12:53] Train Step 1960/10000, Batch Size = 128, Examples/Sec = 22662.34, Accuracy = 0.34, Loss = 1.881
[2019-05-04 12:53] Train Step 1970/10000, Batch Size = 128, Examples/Sec = 20303.72, Accuracy = 0.36, Loss = 1.700
[2019-05-04 12:53] Train Step 1980/10000, Batch Size = 128, Examples/Sec = 19042.70, Accuracy = 0.42, Loss = 1.724
[2019-05-04 12:53] Train Step 1990/10000, Batch Size = 128, Examples/Sec = 19148.66, Accuracy = 0.48, Loss = 1.694
[2019-05-04 12:53] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 23053.54, Accuracy = 0.45, Loss = 1.460
[2019-05-04 12:53] Train Step 2010/10000, Batch Size = 128, Examples/Sec = 21086.84, Accuracy = 0.33, Loss = 1.801
[2019-05-04 12:53] Train Step 2020/10000, Batch Size = 128, Examples/Sec = 19040.00, Accuracy = 0.47, Loss = 1.565
[2019-05-04 12:53] Train Step 2030/10000, Batch Size = 128, Examples/Sec = 20223.41, Accuracy = 0.45, Loss = 1.759
[2019-05-04 12:53] Train Step 2040/10000, Batch Size = 128, Examples/Sec = 23008.10, Accuracy = 0.45, Loss = 1.553
[2019-05-04 12:53] Train Step 2050/10000, Batch Size = 128, Examples/Sec = 21285.82, Accuracy = 0.47, Loss = 1.484
[2019-05-04 12:53] Train Step 2060/10000, Batch Size = 128, Examples/Sec = 21047.98, Accuracy = 0.45, Loss = 1.745
[2019-05-04 12:53] Train Step 2070/10000, Batch Size = 128, Examples/Sec = 20218.08, Accuracy = 0.50, Loss = 1.345
